user_id,anonymousId,first_name,last_name,date_of_birth,gender,email,phone_number,address,country,account_creation_date,province,zip_code,customer_tier
CUST-A000011,4c3b84ba-a6b6-4f4e-ab4f-b0be1dfc47e8,Suvakit,Kittakun,1962-04-04T00:00:00+07:00,Male,suvakit.kittakun@hotmailx.com,+6617407688,423 ถ.เนื้อนุ่ม อำเภอคอนสาร ตรัง 64890,Thailand,2024-01-03T00:00:00+07:00,ตรัง,64890,Bronze
CUST-A000012,548223a6-ef6e-46b5-bac6-6b642343253b,Supasita,Trikasemmart,1949-04-21T00:00:00+07:00,Other,supasita.trikasemmart@gmailx.com,+6618049524,791/35 หมู่บ้านสุพัตรา นาทม กรุงเทพ 54140,Thailand,2024-06-22T00:00:00+07:00,กรุงเทพมหานคร,54140,Bronze
CUST-A000013,84dddfc8-f116-493a-a9ba-5b35e4a180dd,Patcharaporn,Pothanun,2012-11-21T00:00:00+07:00,Other,patcharaporn.pothanun@hotmailx.com,+6615347297,35 หมู่ 47 ถ.เดชคุ้ม บางแคใหญ่ คลองใหญ่ แม่ฮ่องสอน 70890,Thailand,2024-02-19T00:00:00+07:00,แม่ฮ่องสอน,70890,Bronze
CUST-A000014,4139d688-13f5-49e8-b60f-7df03a9e54cd,Teetat,Bunlerngsri,1969-10-07T00:00:00+07:00,Female,teetat.bunlerngsri@gmailx.com,+6615041897,39 ถ.ถนอมกุลบุตร ตำบลหัวงัว จังหวัดกรุงเทพ 22840,Thailand,2023-07-19T00:00:00+07:00,กรุงเทพมหานคร,22840,Bronze
CUST-A000015,54c5883b-1a7c-4368-a7ac-827f357c3cb8,Arisara,Pianduangsri,1940-11-24T00:00:00+07:00,Male,arisara.pianduangsri@gmailx.com,+6614046584,597/3 ถ.ธรรมเมธา ต.นาเชือก จ.นนทบุรี 26710,Thailand,2024-02-11T00:00:00+07:00,นนทบุรี,26710,Bronze
CUST-A000016,1fe055c7-e99e-4b96-b7ca-57c72f0624ec,Patcharaporn,Suraprasert,1975-04-07T00:00:00+07:00,Female,patcharaporn.suraprasert@hotmailx.com,+6613489364,8/9 ถ.พรรษาสกุล อำเภอภูเขียว แม่ฮ่องสอน 36980,Thailand,2023-11-10T00:00:00+07:00,แม่ฮ่องสอน,36980,Bronze
CUST-A000017,2d5cac9e-1c61-4fea-9e2b-b4997fc482fe,Tunradee,Wasunun,1928-04-10T00:00:00+07:00,Other,tunradee.wasunun@gmailx.com,+6614905885,45 ถนนนุ่มกัน ตำบลบางปะกอก อำเภอหนองบัวแดง เลย 64390,Thailand,2023-11-02T00:00:00+07:00,เลย,64390,Bronze
CUST-A000018,4dbe40c8-cfb6-4db9-9c6f-e69a40abb7ca,Sittikorn,Chaihirankarn,1935-10-08T00:00:00+07:00,Other,sittikorn.chaihirankarn@hotmailx.com,+6614737913,32 ถนนธัญาโภชน์ ป้อมปราบศัตรูพ่าย ตรัง 66720,Thailand,2024-05-23T00:00:00+07:00,ตรัง,66720,Bronze
CUST-A000019,611c7a32-3462-48f2-9365-15bde3b3ca08,Chayapat,Kamalanon,1929-12-25T00:00:00+07:00,Other,chayapat.kamalanon@gmailx.com,+6611059705,19 หมู่ 6 ซอยราชมณี วัดโนนศิลา ปทุมธานี 85700,Thailand,2024-07-02T00:00:00+07:00,ปทุมธานี,85700,Bronze
CUST-A000020,56250d24-7b89-4aa2-b33c-db6e79444c6b,Chaifah,Srisoontorn,1998-12-27T00:00:00+07:00,Female,chaifah.srisoontorn@hotmailx.com,+6613440852,8 ถนนเดชคุ้ม ประจวบคีรีขันธ์ 62820,Thailand,2023-08-06T00:00:00+07:00,ประจวบคีรีขันธ์,62820,Bronze
CUST-A000021,f6ea735c-1c2f-4747-a3d6-c8282d5264ca,Phubes,Todsapornpitakul,2005-02-13T00:00:00+07:00,Other,phubes.todsapornpitakul@gmailx.com,+6618668853,775/05 ถ.นาฏคายี ต.กะบกเตี้ย อ.สามโคก อุดรธานี 62240,Thailand,2024-06-23T00:00:00+07:00,อุดรธานี,62240,Bronze
CUST-A000022,bfcb2968-34ed-407a-8b8c-c05745bcf36d,Kamolchanok,Sittisaowapak,2010-08-21T00:00:00+07:00,Male,kamolchanok.sittisaowapak@hotmailx.com,+6618733075,74 หมู่ 59 ถ.เขียวขุ้ย อำเภอบ้านเขว้า จังหวัดชัยนาท 41670,Thailand,2023-11-22T00:00:00+07:00,ชัยนาท,41670,Bronze
CUST-A000023,728328b6-c50c-4a05-9b0a-33975d1a3f98,Pornchanok,Vethayasas,1960-01-22T00:00:00+07:00,Other,pornchanok.vethayasas@gmailx.com,+6612202864,487/8 ถนนจ้อยนุแสง บางโรงกลาง เวียงชัย กระบี่ 15180,Thailand,2024-02-18T00:00:00+07:00,กระบี่,15180,Bronze
CUST-A000024,f8507ccf-ffc1-48f5-aebb-aea3ac4ba64d,Chaifah,Prachayaroch,2014-06-24T00:00:00+07:00,Female,chaifah.prachayaroch@gmailx.com,+6619476304,926/74 ถนนทองสีไพล โพนสวรรค์ จ.เพชรบุรี 97790,Thailand,2024-01-10T00:00:00+07:00,เพชรบุรี,97790,Bronze
CUST-A000025,be034764-0101-4205-b63a-ec7840e2ab99,Pachongruk,Thantananont,1956-04-03T00:00:00+07:00,Other,pachongruk.thantananont@hotmailx.com,+6611229856,00 หมู่ 93 ถ.ตั้งกุลงาม อำเภอนาหว้า จังหวัดหนองคาย 35550,Thailand,2023-08-06T00:00:00+07:00,หนองคาย,35550,Bronze
CUST-A000026,5d1e8f23-4445-4e07-8026-dae82f997690,Chayanin,Pikatsingkorn,1939-04-27T00:00:00+07:00,Other,chayanin.pikatsingkorn@gmailx.com,+6617309128,310/3 ถนนทองแท้ อ.เวียงแก่น จ.สุโขทัย 48600,Thailand,2023-12-13T00:00:00+07:00,สุโขทัย,48600,Bronze
CUST-A000027,bbc79e67-5edc-455b-b3b1-d1a27f1c7393,Nattawun,Sujjaboriboon,1945-05-26T00:00:00+07:00,Other,nattawun.sujjaboriboon@hotmailx.com,+6615351326,345/25 ถนนเยาวธนโชค อ.บ้านแท่น กำแพงเพชร 62130,Thailand,2024-02-07T00:00:00+07:00,กำแพงเพชร,62130,Bronze
CUST-A000028,ca8bb40d-0184-4a50-81e4-285c6565ae92,Yanisa,Pongpanitch,1942-12-01T00:00:00+07:00,Female,yanisa.pongpanitch@gmailx.com,+6618087710,81 หมู่ 71 ถ.ดาตู ต.กะบกเตี้ยเล็ก อ.แม่สรวย บึงกาฬ 17490,Thailand,2023-08-16T00:00:00+07:00,บึงกาฬ,17490,Bronze
CUST-A000029,e433fa09-6d4b-406e-81e8-8b0f384cc89e,Pornchanok,Methavorakul,1940-06-28T00:00:00+07:00,Male,pornchanok.methavorakul@gmailx.com,+6616671673,077/2 ถนนฉัพพรรณธนกูร ตำบลบึงหนองช้างแล่น อำเภอสามโคก ราชบุรี 94090,Thailand,2024-01-05T00:00:00+07:00,ราชบุรี,94090,Bronze
CUST-A000030,e022caa8-9947-4cea-8323-1114e421c339,Pattapon,Pitanuwat,1923-01-14T00:00:00+07:00,Female,pattapon.pitanuwat@gmailx.com,+6618228124,603 ถนนนาคะนคร อ.วังทองหลาง จ.สงขลา 54370,Thailand,2024-03-23T00:00:00+07:00,สงขลา,54370,Bronze
CUST-A000031,2dc106f2-85e3-4686-8e4a-f28b644c2a52,Yada,Chaihirankarn,2013-02-28T00:00:00+07:00,Female,yada.chaihirankarn@hotmailx.com,+6617968105,96 ถนนปรีชากุลเศรษฐ์ อ.ภักดีชุมพล จ.กรุงเทพฯ 90700,Thailand,2024-01-06T00:00:00+07:00,กรุงเทพมหานคร,90700,Bronze
CUST-A000032,980a8500-53da-4d0c-bb10-ef8e4a825750,Jinjuta,Sujjaboriboon,1946-06-19T00:00:00+07:00,Other,jinjuta.sujjaboriboon@hotmailx.com,+6612096904,93 หมู่ 78 ถนนทองปากน้ำ วัดหัวนาคำเหนือ หนองบัวโคก นนทบุรี 23860,Thailand,2024-01-26T00:00:00+07:00,นนทบุรี,23860,Bronze
CUST-A000033,892f0c74-5a8a-49a6-afa0-6d94819d6c16,Yada,Chowitunkit,1960-02-28T00:00:00+07:00,Female,yada.chowitunkit@gmailx.com,+6614365048,7 ถนนดำริห์ชอบ บางดีใหญ่ สามโคก ลพบุรี 53290,Thailand,2023-07-28T00:00:00+07:00,ลพบุรี,53290,Bronze
CUST-A000034,a5a3241c-a52c-4382-84d6-0f5af28587b5,Nutcha,Pichpandecha,1948-04-09T00:00:00+07:00,Other,nutcha.pichpandecha@hotmailx.com,+6619319461,98 หมู่ 9 ถนนติณรัตน์ ภาษีเจริญ พิจิตร 45400,Thailand,2023-12-17T00:00:00+07:00,พิจิตร,45400,Bronze
CUST-A000035,c38674bc-da00-4e86-b449-259361313b9a,Chanikan,Pianduangsri,2009-01-25T00:00:00+07:00,Male,chanikan.pianduangsri@hotmailx.com,+6616119835,5/4 ถนนชำนาญวาด ตำบลบางโรงใต้ อำเภอหนอกจอก จังหวัดแม่ฮ่องสอน 92590,Thailand,2023-07-19T00:00:00+07:00,แม่ฮ่องสอน,92590,Bronze
CUST-A000036,ec06571d-c67f-4ee0-a315-67dca6f172a6,Teetat,Sittisaowapak,2023-06-17T00:00:00+07:00,Female,teetat.sittisaowapak@gmailx.com,+6613279518,5 ถนนเณรานุสนธิ์ อ.เวียงป่าเป้า ปราจีนบุรี 98060,Thailand,2023-11-17T00:00:00+07:00,ปราจีนบุรี,98060,Bronze
CUST-A000037,bfd89810-9cac-4fb5-ab5f-e729939edc9f,Patchaploy,Trikasemmart,1973-08-18T00:00:00+07:00,Female,patchaploy.trikasemmart@gmailx.com,+6614654495,665/55 ถนนทำประดู่ ตราด 33710,Thailand,2023-09-14T00:00:00+07:00,ตราด,33710,Bronze
CUST-A000038,6e86309e-436c-43b2-9e93-0ddeef5087c1,Chanya,Kongsri,1995-02-18T00:00:00+07:00,Female,chanya.kongsri@gmailx.com,+6616898458,27/6 ถ.ซูสารอ ตำบลนาวงเล็ก อำเภอสามโคก จังหวัดตาก 91260,Thailand,2023-09-16T00:00:00+07:00,ตาก,91260,Bronze
CUST-A000039,9b2cd7e0-61e9-4ba2-b54b-fea06e19748e,Patcharaporn,Siripaiboo,1977-11-27T00:00:00+07:00,Female,patcharaporn.siripaiboo@gmailx.com,+6615835849,06/5 ถ.ซูสารอ ต.เทพศิรินทร์ใหญ่ อ.ซับใหญ่ ขอนแก่น 50200,Thailand,2024-03-05T00:00:00+07:00,ขอนแก่น,50200,Bronze
CUST-A000040,ae8c1bf2-faf4-4b5c-be9b-ca7a34a49f17,Pattamon,Sittisaowapak,1940-01-22T00:00:00+07:00,Male,pattamon.sittisaowapak@gmailx.com,+6612779717,3 ถนนตะละภัฏ ตำบลหัวนาคำ อำเภอเนินสง่า นครปฐม 32130,Thailand,2023-11-16T00:00:00+07:00,นครปฐม,32130,Bronze
CUST-A000041,ea65209d-04e9-4898-a850-fa548e1ce0c0,Prames,Habpanom,2020-09-03T00:00:00+07:00,Male,prames.habpanom@gmailx.com,+6611468463,1/9 ถนนถนัดอักษร ต.บางไผ่ อ.ซับใหญ่ จ.กระบี่ 60530,Thailand,2024-03-21T00:00:00+07:00,กระบี่,60530,Bronze
CUST-A000042,577b758d-f7a0-494f-a751-bd1f5e3536d8,Sorawut,Pichpandecha,1992-02-05T00:00:00+07:00,Female,sorawut.pichpandecha@gmailx.com,+6615911067,5 ถนนทวีเดช อำเภอบึงกุ่ม จังหวัดพระนครศรีอยุธยา 23420,Thailand,2023-08-31T00:00:00+07:00,พระนครศรีอยุธยา,23420,Bronze
CUST-A000043,92d95b1b-75f8-49cd-8ed6-ace8052a0c0f,Phubes,Charoensuksopol,1951-02-27T00:00:00+07:00,Other,phubes.charoensuksopol@gmailx.com,+6617772341,60 ถนนพานเกล้า อำเภอคลองใหญ่ ลพบุรี 35910,Thailand,2023-09-09T00:00:00+07:00,ลพบุรี,35910,Bronze
CUST-A000044,d0a56e0e-7a73-4f4d-b089-4cbc4dd930ce,Wasin,Lertsattayanusak,1968-12-29T00:00:00+07:00,Male,wasin.lertsattayanusak@gmailx.com,+6612061151,2 ซอยเลขะพันธุ์ ต.ท่าเรือใหญ่ อ.ป้อมปราบศัตรูพ่าย จ.สิงห์บุรี 48410,Thailand,2023-11-14T00:00:00+07:00,สิงห์บุรี,48410,Bronze
CUST-A000045,9f7a6334-da73-45f0-a11f-3f0bb5c9d474,Atit,Intaum,2016-07-06T00:00:00+07:00,Female,atit.intaum@hotmailx.com,+6611825011,622/53 ถ.ถนัดภาษา อำเภอคอนสาร จังหวัดชลบุรี 99050,Thailand,2023-11-28T00:00:00+07:00,ชลบุรี,99050,Bronze
CUST-A000046,cbcf8064-948f-455c-a7c0-b096ff4b9b76,Wassaya,Methavorakul,1912-07-26T00:00:00+06:42,Male,wassaya.methavorakul@gmailx.com,+6611043205,251 ถ.ติณรัตน์ ตำบลห้วยนาวง อำเภอภูเขียว จังหวัดระยอง 94340,Thailand,2023-10-09T00:00:00+07:00,ระยอง,94340,Bronze
CUST-A000047,14a220bd-6713-41f0-99fc-a4f494b75972,Chayapat,Prayoonhong,1937-02-15T00:00:00+07:00,Other,chayapat.prayoonhong@hotmailx.com,+6613857449,147/85 ถนนเตชะกำพุ ปลาปาก สุรินทร์ 85450,Thailand,2023-12-17T00:00:00+07:00,สุรินทร์,85450,Bronze
CUST-A000048,f6569b5a-2b26-4ef6-94c4-c6c5091bdcaf,Pannawich,Losatapornpipit,1927-07-18T00:00:00+07:00,Male,pannawich.losatapornpipit@hotmailx.com,+6612351173,405/2 ถ.อัตตนาถ อ.ศรีวิไล จ.สมุทรปราการ 75760,Thailand,2023-07-22T00:00:00+07:00,สมุทรปราการ,75760,Bronze
CUST-A000049,b15b94c8-4824-43ff-ac48-c14ef8504b41,Sittikorn,Neerachapong,1984-03-29T00:00:00+07:00,Male,sittikorn.neerachapong@hotmailx.com,+6619535784,89 หมู่ 18 ถนนนามขำ บ้านหัวนาคำ ตรัง 29470,Thailand,2024-06-28T00:00:00+07:00,ตรัง,29470,Bronze
CUST-A000050,4846df33-0f7c-4da5-abea-9c8d68c52989,Kulnun,Wimolnot,1984-02-29T00:00:00+07:00,Male,kulnun.wimolnot@gmailx.com,+6617205986,1 ถนนนิละทัต ห้วยขวาง จ.อุบลราชธานี 13450,Thailand,2023-07-24T00:00:00+07:00,อุบลราชธานี,13450,Bronze
CUST-A000051,7d80519d-a782-45d7-8dc2-42804973fab9,Chawin,Krittayanukoon,1965-03-11T00:00:00+07:00,Male,chawin.krittayanukoon@gmailx.com,+6613230076,486/0 ถนนคำลือ ต.ลำภูรา อ.เขาสมิง จ.สงขลา 24240,Thailand,2023-08-19T00:00:00+07:00,สงขลา,24240,Bronze
CUST-A000052,ce4493dd-1e7b-4257-bbf6-cd3ed934f931,Suwijuk,Kamalanon,1954-07-27T00:00:00+07:00,Male,suwijuk.kamalanon@hotmailx.com,+6616310412,07 หมู่ 3 ถนนนักรบ หนองตอกแป้น แม่สรวย ลำพูน 10940,Thailand,2024-06-10T00:00:00+07:00,ลำพูน,10940,Bronze
CUST-A000053,62275c64-2427-4f56-8476-69f362552924,Pachongruk,Vinyuvanichkul,1909-01-27T00:00:00+06:42,Female,pachongruk.vinyuvanichkul@gmailx.com,+6619331032,1 ซ.นานายน ตราด 55900,Thailand,2024-04-22T00:00:00+07:00,ตราด,55900,Bronze
CUST-A000054,0f84dbee-02f6-4066-bcf0-49f984353b44,Pattapon,Bunlupong,2007-02-06T00:00:00+07:00,Male,pattapon.bunlupong@hotmailx.com,+6619138856,236/16 ถนนทองเนื้อดี หนองแสงเหนือ ยโสธร 23000,Thailand,2023-11-04T00:00:00+07:00,ยโสธร,23000,Bronze
CUST-A000055,475b60cc-8807-4c6d-a1c4-f8783b71f8ee,Nutcha,Sujjaboriboon,1933-02-27T00:00:00+07:00,Female,nutcha.sujjaboriboon@gmailx.com,+6612800652,5/7 ถ.แหยมศิริ อ.คอนสวรรค์ พะเยา 94510,Thailand,2024-05-04T00:00:00+07:00,พะเยา,94510,Bronze
CUST-A000056,5acb85d2-0ca7-4e36-aebe-ff4da887fe7b,Pachongruk,Krittayanukoon,1995-11-13T00:00:00+07:00,Female,pachongruk.krittayanukoon@gmailx.com,+6611600733,749/3 ถนนศรีวงค์ หนอกจอก อุตรดิตถ์ 19720,Thailand,2024-06-10T00:00:00+07:00,อุตรดิตถ์,19720,Bronze
CUST-A000057,8bf72e79-4657-4ba8-8d3e-a2bd1d6ed4fb,Suvakit,Phusilarungrueng,1924-08-23T00:00:00+07:00,Male,suvakit.phusilarungrueng@gmailx.com,+6614177084,23 หมู่ 34 ถนนนาคะนคร ท่าเรือ แม่ลาว นครศรีธรรมราช 50830,Thailand,2023-11-13T00:00:00+07:00,นครศรีธรรมราช,50830,Bronze
CUST-A000058,90ddab10-968f-4f08-a488-0a4c04c5dea2,Chawin,Permchart,1953-05-29T00:00:00+07:00,Other,chawin.permchart@hotmailx.com,+6613479078,37/2 ถ.ทองสินธุ์ ต.บ้านอิตื้อ อ.บางสะพานน้อย จ.น่าน 25300,Thailand,2023-12-05T00:00:00+07:00,น่าน,25300,Bronze
CUST-A000059,aceb152f-83d5-4932-9866-bb4709e22b08,Thanatcha,Thantananont,2022-07-20T00:00:00+07:00,Female,thanatcha.thantananont@hotmailx.com,+6616172217,94 ถ.แนวพนิช บึงบางดี จ.สมุทรสงคราม 78070,Thailand,2023-12-04T00:00:00+07:00,สมุทรสงคราม,78070,Bronze
CUST-A000060,461ee8a7-ecc0-4e4f-985c-e0d3661389a8,Nutwadee,Suraprachit,1948-07-04T00:00:00+07:00,Other,nutwadee.suraprachit@gmailx.com,+6611806566,8/6 ถ.ถาวรรัตน อำเภอปลาปาก จังหวัดกำแพงเพชร 32090,Thailand,2024-05-25T00:00:00+07:00,กำแพงเพชร,32090,Bronze
CUST-A000061,4ff056b0-7c0d-49bc-93a9-a28d9486bfd7,Nattawun,Kongchayasukawut,1936-09-06T00:00:00+07:00,Male,nattawun.kongchayasukawut@hotmailx.com,+6614682453,27 หมู่ 7 ถนนตั้งรบ ตำบลพะโต๊ะใหญ่ อำเภอเวียงป่าเป้า สระแก้ว 80060,Thailand,2023-07-19T00:00:00+07:00,สระแก้ว,80060,Bronze
CUST-A000062,a58abcc6-6c29-499f-b785-dfff2cfde30d,Atit,Pikatsingkorn,2003-11-24T00:00:00+07:00,Female,atit.pikatsingkorn@hotmailx.com,+6615474365,18 หมู่ 4 ซ.เขียวขุ้ย อำเภอบ้านแท่น จังหวัดบึงกาฬ 29420,Thailand,2024-03-06T00:00:00+07:00,บึงกาฬ,29420,Silver
CUST-A000063,3d743108-edd2-4b17-9878-40c3f8bd03d8,Arisara,Sooksawang,1920-08-06T00:00:00+07:00,Male,arisara.sooksawang@hotmailx.com,+6612389753,37 หมู่ 8 ถ.ภูภักดี หนองปลาหมอใต้ ป้อมปราบศัตรูพ่าย ยโสธร 96060,Thailand,2023-10-12T00:00:00+07:00,ยโสธร,96060,Silver
CUST-A000064,e7ae0b93-9965-4925-bb97-0a3e9c5d0e5e,Peem,Suraprachit,1985-06-02T00:00:00+07:00,Male,peem.suraprachit@hotmailx.com,+6612218703,7 ถนนวิลาสินี ต.เทพศิรินทร์ อ.พรเจริญ อุบลราชธานี 44530,Thailand,2024-06-09T00:00:00+07:00,อุบลราชธานี,44530,Silver
CUST-A000065,af772a73-437c-449d-858b-e32268bf147d,Supasita,Charoensuksopol,1958-03-23T00:00:00+07:00,Other,supasita.charoensuksopol@hotmailx.com,+6618556106,24 หมู่ 45 ถนนตรีเภรินทร์ พระรักษ์ นาแก ยะลา 30330,Thailand,2023-09-04T00:00:00+07:00,ยะลา,30330,Silver
CUST-A000066,59642d38-97d7-4842-bec9-2bad4174bd92,Chawin,Polpo,1961-06-28T00:00:00+07:00,Other,chawin.polpo@gmailx.com,+6614054617,7/3 ถนนถุงเงิน หนองอิเฒ่าใต้ เลย 11060,Thailand,2024-02-17T00:00:00+07:00,เลย,11060,Silver
CUST-A000067,a1113e1c-4dc8-43b3-b567-8e0325a13259,Nutkrita,Kongsri,1968-01-14T00:00:00+07:00,Male,nutkrita.kongsri@gmailx.com,+6611106463,019 ถ.ทองสีไพล ต.พระรักษ์ อ.ปลาปาก มหาสารคาม 65940,Thailand,2023-09-22T00:00:00+07:00,มหาสารคาม,65940,Silver
CUST-A000068,5be58f20-da16-44f2-a61b-41759d2106d6,Puntira,Kongsri,2013-10-06T00:00:00+07:00,Female,puntira.kongsri@hotmailx.com,+6612618950,916 ถนนนักสำหรวจ พระรักษ์เล็ก จ.กำแพงเพชร 53920,Thailand,2023-07-19T00:00:00+07:00,กำแพงเพชร,53920,Silver
CUST-A000069,78a94ef2-d9b8-45b6-9ef1-f39ffe49e413,Chaifah,Chaihirankarn,1923-04-22T00:00:00+07:00,Other,chaifah.chaihirankarn@gmailx.com,+6611900409,72/71 ถนนกุมารบุญ ตำบลปังหวาน อำเภอนาหว้า ปทุมธานี 10410,Thailand,2023-09-10T00:00:00+07:00,ปทุมธานี,10410,Silver
CUST-A000070,f8c639da-7fdc-4d37-bc20-60097f2e01fa,Pintusorn,Vinyuvanichkul,1945-06-21T00:00:00+07:00,Female,pintusorn.vinyuvanichkul@gmailx.com,+6615118051,92 หมู่ 89 ต.บางแค อ.พระนคร ระยอง 63330,Thailand,2024-02-23T00:00:00+07:00,ระยอง,63330,Silver
CUST-A000071,046e6309-5b86-4437-8af9-fb5e3f24a661,Chayapat,Prayoonhong,1991-10-01T00:00:00+07:00,Female,chayapat.prayoonhong@hotmailx.com,+6615322194,15 หมู่ 7 ถนนทองสินธุ์ ตำบลเนินขามใต้ อำเภอคลองใหญ่ บุรีรัมย์ 43910,Thailand,2024-06-13T00:00:00+07:00,บุรีรัมย์,43910,Silver
CUST-A000072,12d1258b-f215-4873-b355-9664b9a1c911,Pitipat,Polpo,1911-03-20T00:00:00+06:42,Other,pitipat.polpo@hotmailx.com,+6614841513,81/2 ถ.ถุงเงิน ตำบลท่างิ้ว อำเภอพระนคร จังหวัดพิจิตร 43430,Thailand,2024-05-28T00:00:00+07:00,พิจิตร,43430,Silver
CUST-A000073,69cb1e78-c4f2-4743-9ccc-a98cdb97c877,Patchaploy,Anekvorakul,2021-04-24T00:00:00+07:00,Other,patchaploy.anekvorakul@hotmailx.com,+6619396931,64 หมู่ 8 ถ.ธนประทีป แก้งคร้อ แพร่ 82400,Thailand,2024-06-08T00:00:00+07:00,แพร่,82400,Silver
CUST-A000074,f40a69c0-0d5d-4648-ad28-6b2bbf8b84bc,Pakjira,Phusilarungrueng,2007-03-17T00:00:00+07:00,Other,pakjira.phusilarungrueng@gmailx.com,+6614097104,796/36 ถนนไตรบรรพ ต.หนองปลาหมอเหนือ อ.บ้านแท่น น่าน 16730,Thailand,2023-12-27T00:00:00+07:00,น่าน,16730,Silver
CUST-A000075,5fa866e6-767f-4e66-b054-0d5d859f63c4,Prames,Pasuk,2010-01-21T00:00:00+07:00,Other,prames.pasuk@hotmailx.com,+6618503942,1/9 ถนนไทยสุชาต เกาะโพธิ์ใต้ คอนสวรรค์ สุราษฎร์ธานี 58760,Thailand,2024-01-24T00:00:00+07:00,สุราษฎร์ธานี,58760,Silver
CUST-A000076,3d2d8c48-a663-4616-a699-785dcd7bcc1a,Pawan,Todsapornpitakul,1946-10-10T00:00:00+07:00,Female,pawan.todsapornpitakul@gmailx.com,+6618136785,9/6 ถนนธนประทีป ต.ห้วยนาดีใต้ อ.ภูเขียว เพชรบุรี 44910,Thailand,2023-12-12T00:00:00+07:00,เพชรบุรี,44910,Silver
CUST-A000077,a93a34ba-f098-46dc-948b-4b698d796dc6,Chaifah,Pongpanitch,1999-05-18T00:00:00+07:00,Other,chaifah.pongpanitch@gmailx.com,+6616058901,039/34 ถ.เดชวา อิตื้อ โพนสวรรค์ นครพนม 77640,Thailand,2024-06-29T00:00:00+07:00,นครพนม,77640,Silver
