user_id,anonymousId,first_name,last_name,date_of_birth,gender,email,phone_number,address,country,account_creation_date,province,zip_code,customer_tier
CUST-A001011,ddabfbc8-7404-407d-a62a-334a29f7577f,Kamolchanok,Boonpungbaramee,2004-07-28T00:00:00+07:00,Other,kamolchanok.boonpungbaramee@gmailx.com,+6618354305,13 ถนนยาปะโลหิต พะเยา 89050,Thailand,2024-01-21T00:00:00+07:00,พะเยา,89050,Bronze
CUST-A001012,f1d8e3ca-c682-4f0b-8b41-2250d7a6a2c5,Sittikorn,Charoensuksopol,1944-07-20T00:00:00+07:00,Male,sittikorn.charoensuksopol@hotmailx.com,+6616514938,22 ถนนนาคสุทิน อำเภอป้อมปราบศัตรูพ่าย กาญจนบุรี 32990,Thailand,2024-04-23T00:00:00+07:00,กาญจนบุรี,32990,Bronze
CUST-A001013,90fa9096-ee49-42d3-8069-8a4950307aa2,Jaruwan,Kamalanon,1995-08-10T00:00:00+07:00,Other,jaruwan.kamalanon@hotmailx.com,+6618414434,15 หมู่ 11 ถนนถนัดอักษร ต.ปังหวาน อ.โพนสวรรค์ จ.สมุทรสาคร 24880,Thailand,2024-04-20T00:00:00+07:00,สมุทรสาคร,24880,Bronze
CUST-A001014,8160295c-93ff-496a-9fad-b53e450c8f78,Chawin,Methavorakul,1996-10-09T00:00:00+07:00,Female,chawin.methavorakul@hotmailx.com,+6613227712,27 หมู่ 3 ถ.ถิรสวัสดิ์ อำเภอพระนคร จันทบุรี 87500,Thailand,2023-12-02T00:00:00+07:00,จันทบุรี,87500,Bronze
CUST-A001015,44d3d84b-219f-4e27-a7f1-c9105c2c4227,Kulnun,Prayoonhong,2015-10-14T00:00:00+07:00,Other,kulnun.prayoonhong@hotmailx.com,+6614082459,62 หมู่ 47 ถ.บุญศล คลองขามใหญ่ ภาษีเจริญ เชียงใหม่ 40130,Thailand,2023-09-02T00:00:00+07:00,เชียงใหม่,40130,Bronze
CUST-A001016,1d467d75-874a-407e-8141-366cdd35d2ed,Niracha,Wannapaitoonsri,1919-08-04T00:00:00+06:42,Other,niracha.wannapaitoonsri@hotmailx.com,+6616905979,3 ถ.หนักแน่น ตำบลท่างิ้ว จังหวัดสตูล 33710,Thailand,2023-09-17T00:00:00+07:00,สตูล,33710,Bronze
CUST-A001017,2ac78590-e748-4e36-8b91-9b951b859555,Sorawut,Prakalpawong,1917-01-10T00:00:00+06:42,Male,sorawut.prakalpawong@gmailx.com,+6616552710,821/34 ถนนศรีธนะเวทย์ อ.เทิง จ.สุโขทัย 77930,Thailand,2024-07-10T00:00:00+07:00,สุโขทัย,77930,Bronze
CUST-A001018,7d48bb17-2820-4735-b6f5-86383d421888,Patchaploy,Methavorakul,2023-10-26T00:00:00+07:00,Other,patchaploy.methavorakul@hotmailx.com,+6618276486,32 หมู่ 03 ถนนตั้งเผ่า พะโต๊ะ เพชรบุรี 22160,Thailand,2024-01-02T00:00:00+07:00,เพชรบุรี,22160,Bronze
CUST-A001019,91251e26-52f9-4cf1-8829-9a0a5b05cd94,Tunchanok,Habpanom,1912-08-19T00:00:00+06:42,Other,tunchanok.habpanom@hotmailx.com,+6614176678,1/0 ถ.เจริญรัมย์ อำเภอภาษีเจริญ กระบี่ 32680,Thailand,2024-03-27T00:00:00+07:00,กระบี่,32680,Bronze
CUST-A001020,e036022f-d12a-4304-8107-39fcc1b5e956,Peem,Polpo,1915-06-29T00:00:00+06:42,Female,peem.polpo@hotmailx.com,+6611957240,71 ถ.ทีฆะ บางแค จ.นราธิวาส 78770,Thailand,2023-11-16T00:00:00+07:00,นราธิวาส,78770,Bronze
CUST-A001021,8d1514a1-146e-42f4-9edd-b362d96b8fc5,Nutcha,Posalee,1967-06-18T00:00:00+07:00,Male,nutcha.posalee@hotmailx.com,+6615631388,58/8 ถนนมิ่งขวัญ ตำบลเกาะหวาย อำเภอสะพานสูง ชุมพร 47280,Thailand,2024-06-02T00:00:00+07:00,ชุมพร,47280,Bronze
CUST-A001022,5daaedb5-4722-4bd8-91ff-d75f9ea1dfdf,Thanatcha,Kitprapa,1915-01-20T00:00:00+06:42,Female,thanatcha.kitprapa@gmailx.com,+6616425116,85/63 ถ.ตันยา นาหินลาด ภักดีชุมพล บึงกาฬ 24760,Thailand,2024-03-21T00:00:00+07:00,บึงกาฬ,24760,Bronze
CUST-A001023,bd938c95-1090-4b91-b03e-747dcf7a503d,Jaruwan,Methavorakul,1916-06-22T00:00:00+06:42,Female,jaruwan.methavorakul@gmailx.com,+6611678876,58/1 ถ.ถะเกิงชศ อำเภอโพนสวรรค์ น่าน 30720,Thailand,2023-10-27T00:00:00+07:00,น่าน,30720,Bronze
CUST-A001024,ba8555c7-4c02-44f1-8c03-817f913fe50e,Peem,Chaihirankarn,1951-05-09T00:00:00+07:00,Female,peem.chaihirankarn@gmailx.com,+6614667619,012 ถ.ธัญเสถียร หนองบัวแดง พิษณุโลก 85030,Thailand,2024-04-15T00:00:00+07:00,พิษณุโลก,85030,Bronze
CUST-A001025,7a9ca3a4-86b2-4058-89d4-429f32ab62b3,Apisara,Sireelert,1974-10-26T00:00:00+07:00,Male,apisara.sireelert@hotmailx.com,+6617241966,316/8 ถ.พานเกล้า ต.ลำภูรา อ.นาหว้า สกลนคร 35670,Thailand,2024-07-15T00:00:00+07:00,สกลนคร,35670,Bronze
CUST-A001026,f45e68bd-9a97-4965-81e9-06bb1f43ca1a,Pak,Methavorakul,1946-07-02T00:00:00+07:00,Male,pak.methavorakul@gmailx.com,+6612581872,13/4 ถ.หนักแน่น ห้วยยอด นาหว้า ตรัง 58280,Thailand,2024-04-22T00:00:00+07:00,ตรัง,58280,Bronze
CUST-A001027,a35c2250-3615-4073-b19c-d2ed6f482ee2,Darin,Wimolnot,1968-02-28T00:00:00+07:00,Male,darin.wimolnot@gmailx.com,+6616921624,76/00 ถนนบุนยาภิสนท์ ซับใหญ่ จ.เชียงราย 32240,Thailand,2023-09-08T00:00:00+07:00,เชียงราย,32240,Bronze
CUST-A001028,99a1aaa7-a202-467a-a086-2676550b482e,Wassaya,Suraprasert,1935-12-24T00:00:00+07:00,Other,wassaya.suraprasert@gmailx.com,+6612627578,647/5 ถนนถ้วนศรี ต.บางดี อ.เฉลิมพระเกียรติ ประจวบคีรีขันธ์ 69370,Thailand,2023-07-30T00:00:00+07:00,ประจวบคีรีขันธ์,69370,Bronze
CUST-A001029,4e73d836-87e6-4106-9d8a-1ff1b9900d37,Anon,Turongkinanon,1979-12-13T00:00:00+07:00,Female,anon.turongkinanon@gmailx.com,+6617952424,31/85 ถนนดิสกะประกาย ปังหวานใต้ โพนสวรรค์ สงขลา 44880,Thailand,2024-07-05T00:00:00+07:00,สงขลา,44880,Bronze
CUST-A001030,064c8c90-c9f4-43c3-9321-62f7792f1fa8,Prima,Pothanun,1919-09-13T00:00:00+06:42,Male,prima.pothanun@gmailx.com,+6618141195,501 ถนนเนื่องนนท์ ต.วัดปากแจ่ม อ.นาทม เพชรบุรี 66090,Thailand,2023-10-31T00:00:00+07:00,เพชรบุรี,66090,Bronze
CUST-A001031,ca421a2c-bd84-4dc1-9e93-1668f096d60c,Pintusorn,Youprasert,1980-02-29T00:00:00+07:00,Female,pintusorn.youprasert@hotmailx.com,+6612586784,9/8 ถ.พานเกล้า ตำบลเว่อใหญ่ อำเภอสามโคก สงขลา 45000,Thailand,2023-11-06T00:00:00+07:00,สงขลา,45000,Bronze
CUST-A001032,eb42633a-57bc-45c0-af1e-3f84ab23f551,Supasita,Todsapornpitakul,1953-09-17T00:00:00+07:00,Other,supasita.todsapornpitakul@hotmailx.com,+6611125876,108/90 ถนนมนทอง ตำบลบ่อทุ่งต่อ อำเภอเวียงป่าเป้า ตาก 96030,Thailand,2024-04-23T00:00:00+07:00,ตาก,96030,Bronze
CUST-A001033,48fa1bf2-d8ee-4447-a286-f8bf2c687456,Pachongruk,Vethayasas,2023-02-15T00:00:00+07:00,Other,pachongruk.vethayasas@gmailx.com,+6611234238,57/9 ถ.กุมารบุญ ต.พระรักษ์ อ.เมือง สงขลา 71010,Thailand,2023-08-17T00:00:00+07:00,สงขลา,71010,Bronze
CUST-A001034,aaac0238-b33a-4cee-aef9-8e8e8c9ced22,Pakjira,Kongchayasukawut,1942-06-16T00:00:00+07:00,Male,pakjira.kongchayasukawut@gmailx.com,+6615837521,63/4 ถ.ศรีวงค์ ต.บ้านหัวงัว อ.หนองบัวโคก จ.สมุทรสาคร 24770,Thailand,2024-01-17T00:00:00+07:00,สมุทรสาคร,24770,Bronze
CUST-A001035,0e04521f-c7b7-4f7a-b34e-324a1e0ea41b,Pakjira,Prachayaroch,1979-02-05T00:00:00+07:00,Male,pakjira.prachayaroch@hotmailx.com,+6618416563,84 หมู่ 29 ถนนไตรบรรพ เทพศิรินทร์ หนองบัวแดง สงขลา 94520,Thailand,2023-11-15T00:00:00+07:00,สงขลา,94520,Bronze
CUST-A001036,778ee3cf-d225-4fa7-b598-dac879e547c8,Nutkrita,Suraprasert,1936-08-03T00:00:00+07:00,Male,nutkrita.suraprasert@hotmailx.com,+6619633328,482 ถ.น้ำทิพย์ ต.โคกกรวด อ.หนองบัวโคก นครนายก 22350,Thailand,2024-03-09T00:00:00+07:00,นครนายก,22350,Bronze
CUST-A001037,53d973a0-060f-4c57-8d26-c754a08ab3f9,Jinjuta,Todsapornpitakul,1965-06-22T00:00:00+07:00,Other,jinjuta.todsapornpitakul@gmailx.com,+6611508861,36 หมู่ 9 ถ.นาถะเดชะ ต.คลองเขื่อน อ.บ้านแท่น สุรินทร์ 58510,Thailand,2024-07-28T00:00:00+07:00,สุรินทร์,58510,Bronze
CUST-A001038,b1bc37f0-03e2-47b7-8d5d-56e451b5f72f,Tunradee,Tianvarich,1978-07-27T00:00:00+07:00,Female,tunradee.tianvarich@gmailx.com,+6616803860,1 หมู่บ้านมัตติกา หนองบัวระเหว ยะลา 23690,Thailand,2024-01-31T00:00:00+07:00,ยะลา,23690,Bronze
CUST-A001039,86eecb7b-5c0c-4d63-8b09-5c0b3ed64312,Pak,Tungkasethakul,2006-11-17T00:00:00+07:00,Other,pak.tungkasethakul@gmailx.com,+6618218885,5/1 ถนนตราชู ห้วยบางโรง จ.สุรินทร์ 44250,Thailand,2024-07-20T00:00:00+07:00,สุรินทร์,44250,Bronze
CUST-A001040,b2c23661-c1c5-4bb9-81b4-778cf9f2239b,Pannawich,Benchapatranon,2003-12-29T00:00:00+07:00,Female,pannawich.benchapatranon@hotmailx.com,+6619372129,25 หมู่ 1 ซ.กุมารบุญ เขากอบ จ.นครนายก 23580,Thailand,2024-06-17T00:00:00+07:00,นครนายก,23580,Bronze
CUST-A001041,f9288927-2abd-4833-96d3-9a5e04d28652,Supasit,Kamalanon,1935-07-06T00:00:00+07:00,Male,supasit.kamalanon@hotmailx.com,+6618037321,00 ถ.ถนัดอาวุธ เวียงชัย ปทุมธานี 12320,Thailand,2023-09-24T00:00:00+07:00,ปทุมธานี,12320,Bronze
CUST-A001042,e770bc39-64d7-4a0e-9f20-2698c83b5564,Kodchaporn,Wannapaitoonsri,1971-02-12T00:00:00+07:00,Other,kodchaporn.wannapaitoonsri@hotmailx.com,+6615841258,05 ถ.ศรทอง ตำบลบางไผ่ใต้ อำเภอบ้านแพง จังหวัดอุทัยธานี 51620,Thailand,2023-12-29T00:00:00+07:00,อุทัยธานี,51620,Bronze
CUST-A001043,15cdebe0-4af4-41b6-878b-9e1eda5262e0,Sittikorn,Chowitunkit,1910-04-05T00:00:00+06:42,Other,sittikorn.chowitunkit@hotmailx.com,+6617222013,545/5 ถนนนพคเชนทร์ ต.เนินขามกลาง อ.บ้านแพง จ.สมุทรสงคราม 31030,Thailand,2024-06-14T00:00:00+07:00,สมุทรสงคราม,31030,Bronze
CUST-A001044,cd3a2b10-8aa3-4362-bd27-012c2c5f2f9d,Pitipat,Phusilarungrueng,1989-10-27T00:00:00+07:00,Female,pitipat.phusilarungrueng@hotmailx.com,+6612209613,17 หมู่ 6 ถ.นากกนก อ.ซับใหญ่ ฉะเชิงเทรา 99670,Thailand,2023-12-30T00:00:00+07:00,ฉะเชิงเทรา,99670,Bronze
CUST-A001045,edce9cdc-a0e4-4e11-89b5-87103d9372ee,Chanya,Suraprachit,1930-01-21T00:00:00+07:00,Female,chanya.suraprachit@gmailx.com,+6618054881,28/5 ถนนซาซุม ต.ทุ่งต่อใหญ่ จ.อ่างทอง 55330,Thailand,2024-06-15T00:00:00+07:00,อ่างทอง,55330,Bronze
CUST-A001046,b71aac0a-9b46-4851-962f-8fd25e94d087,Kamolchanok,Methavorakul,1970-03-11T00:00:00+07:00,Male,kamolchanok.methavorakul@hotmailx.com,+6615059095,819/62 ถนนบุณยะภาชน์ หนองช้างแล่น เทพสถิต เชียงใหม่ 70470,Thailand,2024-01-06T00:00:00+07:00,เชียงใหม่,70470,Bronze
CUST-A001047,6cd9cebe-927b-4821-8f97-5484a6c99f2f,Chayapat,Sittisaowapak,1990-08-20T00:00:00+07:00,Male,chayapat.sittisaowapak@gmailx.com,+6617114781,93/4 ถนนนิติสาขา ต.บางดีใต้ จ.สกลนคร 26680,Thailand,2024-04-27T00:00:00+07:00,สกลนคร,26680,Bronze
CUST-A001048,9ff4b25f-f8a6-4de5-9a96-de4e432d4f2d,Pada,Sireelert,1913-06-08T00:00:00+06:42,Male,pada.sireelert@gmailx.com,+6618711548,67/31 ถนนเมืองสุข ต.ปากทรงเหนือ อ.คอนสาร จ.เพชรบุรี 83020,Thailand,2023-10-18T00:00:00+07:00,เพชรบุรี,83020,Bronze
CUST-A001049,81a006bf-22a8-4d63-af3b-7c6658833c0d,Teetat,Pianduangsri,1963-03-18T00:00:00+07:00,Other,teetat.pianduangsri@gmailx.com,+6618885839,5 ถนนเณรานุสนธิ์ บางดี จ.ปทุมธานี 59220,Thailand,2024-01-04T00:00:00+07:00,ปทุมธานี,59220,Bronze
CUST-A001050,b0d83b3d-e363-4666-b187-e5d0bfade203,Apisara,Kamalanon,1924-09-26T00:00:00+07:00,Female,apisara.kamalanon@hotmailx.com,+6619719828,75/04 หมู่บ้านกระสุน ศรีสงคราม พระนครศรีอยุธยา 38320,Thailand,2024-04-16T00:00:00+07:00,พระนครศรีอยุธยา,38320,Bronze
CUST-A001051,36086c97-7e46-42b4-bd97-381eb54b0e0f,Suvakit,Pongpanitch,1950-10-19T00:00:00+07:00,Other,suvakit.pongpanitch@gmailx.com,+6618333008,501 ถ.จันอ้น เกาะโพธิ์ จ.กาฬสินธุ์ 87690,Thailand,2024-05-11T00:00:00+07:00,กาฬสินธุ์,87690,Bronze
CUST-A001052,89682c8f-cdec-4728-b4b0-705f770ed7ee,Nutkrita,Trikasemmart,1961-05-10T00:00:00+07:00,Male,nutkrita.trikasemmart@gmailx.com,+6614163254,18 ถ.กุมารบุญ สุรินทร์ 33920,Thailand,2024-01-11T00:00:00+07:00,สุรินทร์,33920,Bronze
CUST-A001053,921792eb-2c0c-4534-ba60-f9394fc294e2,Chayapat,Norramon,1963-07-28T00:00:00+07:00,Other,chayapat.norramon@gmailx.com,+6619997471,85 ถนนถนัดรักษา ก้อนแก้ว สามโคก นนทบุรี 88210,Thailand,2023-08-04T00:00:00+07:00,นนทบุรี,88210,Bronze
CUST-A001054,358aa28d-33a5-4484-b347-121b855a9b59,Wasin,Tianvarich,2023-08-17T00:00:00+07:00,Male,wasin.tianvarich@gmailx.com,+6611337684,867/20 ถ.ทำประดู่ ต.ดอนสมบูรณ์ใต้ อ.เวียงป่าเป้า กรุงเทพมหานคร 47460,Thailand,2024-01-13T00:00:00+07:00,กรุงเทพมหานคร,47460,Bronze
CUST-A001055,4438ed1f-4adc-4085-bfe7-4593ea578dcf,Wassaya,Anekvorakul,1952-01-12T00:00:00+07:00,Other,wassaya.anekvorakul@gmailx.com,+6618013709,4/9 ถนนตั้งรบ อ.พรเจริญ ชุมพร 45410,Thailand,2024-03-04T00:00:00+07:00,ชุมพร,45410,Bronze
CUST-A001056,5d7cc27a-dc1a-46a3-afde-80ff736c8ced,Nutwadee,Bunlerngsri,1947-01-19T00:00:00+07:00,Male,nutwadee.bunlerngsri@hotmailx.com,+6616686147,67/34 ถนนศรีอุ่น แม่ลาว หนองบัวลำภู 57120,Thailand,2024-02-23T00:00:00+07:00,หนองบัวลำภู,57120,Bronze
CUST-A001057,f8bf1903-9389-4024-abd2-c2fe14d34833,Suvakit,Chowitunkit,1922-09-04T00:00:00+07:00,Female,suvakit.chowitunkit@gmailx.com,+6613785633,895/6 ถ.ซาซุม ตำบลลำภูรา อำเภอโพนสวรรค์ สระบุรี 21910,Thailand,2023-11-01T00:00:00+07:00,สระบุรี,21910,Bronze
CUST-A001058,24c8e816-ca06-4b45-9a6e-8001621b269e,Peem,Benchapatranon,1947-01-13T00:00:00+07:00,Other,peem.benchapatranon@gmailx.com,+6618742070,147 ถนนถนอมพลกรัง คอนสาร สมุทรปราการ 53150,Thailand,2023-10-25T00:00:00+07:00,สมุทรปราการ,53150,Bronze
CUST-A001059,10f7e706-92a9-45d8-9a5e-1948a5870c5b,Yanisa,Prayoonhong,1994-08-03T00:00:00+07:00,Female,yanisa.prayoonhong@gmailx.com,+6611001777,792/3 ถ.เนื้อนุ่ม ตำบลอุ่มเม่า อำเภอบางสะพานน้อย ประจวบคีรีขันธ์ 39000,Thailand,2024-05-24T00:00:00+07:00,ประจวบคีรีขันธ์,39000,Bronze
CUST-A001060,02ea17b7-76cc-4c2d-9501-e7d84231fe63,Chawin,Pianduangsri,2002-05-10T00:00:00+07:00,Other,chawin.pianduangsri@hotmailx.com,+6616860155,7/9 ถนนอุ่นอก ตำบลเขาปูนใต้ อำเภอบ้านเขว้า กาฬสินธุ์ 98010,Thailand,2024-02-08T00:00:00+07:00,กาฬสินธุ์,98010,Bronze
CUST-A001061,95006cd6-7c56-4101-b8c9-e87095c6ae37,Patchaploy,Turongkinanon,1989-10-08T00:00:00+07:00,Other,patchaploy.turongkinanon@gmailx.com,+6615244240,7 ถนนหนักแน่น อ.เมือง จ.สระบุรี 80110,Thailand,2024-02-02T00:00:00+07:00,สระบุรี,80110,Bronze
CUST-A001062,76541504-0c7c-4db4-9c0d-38295e5290fe,Supasit,Habpanom,1937-04-28T00:00:00+07:00,Female,supasit.habpanom@hotmailx.com,+6612598464,70 ถนนบุญญาภิรมย์ นาวง เวียงแก่น สิงห์บุรี 81720,Thailand,2024-06-27T00:00:00+07:00,สิงห์บุรี,81720,Silver
CUST-A001063,40691230-30ff-4d2d-92f0-0fb270390324,Tunradee,Sireelert,2019-09-14T00:00:00+07:00,Other,tunradee.sireelert@gmailx.com,+6612257396,404/38 ถนนเตมิยะเดช ปากคาด จันทบุรี 67320,Thailand,2023-11-29T00:00:00+07:00,จันทบุรี,67320,Silver
CUST-A001064,75787ea6-d7b1-4756-a3f2-78f0ffcc58bf,Pachongruk,Kongsri,1935-06-16T00:00:00+07:00,Male,pachongruk.kongsri@hotmailx.com,+6615821155,238/6 ถนนซาซุม โนนสูง บ่อไร่ ยโสธร 34550,Thailand,2024-07-12T00:00:00+07:00,ยโสธร,34550,Silver
CUST-A001065,a83611d2-f2d9-44ca-8bfe-c48c2314314b,Tunchanok,Habpanom,1919-12-25T00:00:00+06:42,Male,tunchanok.habpanom@gmailx.com,+6614098909,925/0 ถนนถนัดอักษร ปากแจ่ม โพนสวรรค์ ระยอง 70580,Thailand,2024-02-23T00:00:00+07:00,ระยอง,70580,Silver
CUST-A001066,16b33935-97cb-432a-a513-a249503ad961,Chawin,Tungkasethakul,1916-10-19T00:00:00+06:42,Other,chawin.tungkasethakul@gmailx.com,+6616524340,512 ถนนพานเกล้า อำเภอบ่อไร่ ตาก 34810,Thailand,2023-12-21T00:00:00+07:00,ตาก,34810,Silver
CUST-A001067,78b8de64-c032-4cff-9bf1-43fff5d752be,Nutcha,Krittayanukoon,1939-04-10T00:00:00+07:00,Female,nutcha.krittayanukoon@hotmailx.com,+6617500805,4/7 ถนนทองสุกเลิศ ต.บ่อนาหินลาด อ.เขาสมิง จ.เพชรบูรณ์ 73960,Thailand,2023-10-10T00:00:00+07:00,เพชรบูรณ์,73960,Silver
CUST-A001068,52d87178-888e-410a-b27e-a8f76765c26b,Chayapat,Habpanom,1988-05-07T00:00:00+07:00,Male,chayapat.habpanom@gmailx.com,+6618652750,111/6 ถนนเดชวา ตำบลเขาพระนอน จังหวัดระนอง 61630,Thailand,2023-09-08T00:00:00+07:00,ระนอง,61630,Silver
CUST-A001069,8040915f-9b9a-491b-b061-de4f5a040563,Patchaploy,Kongchayasukawut,1969-01-01T00:00:00+07:00,Female,patchaploy.kongchayasukawut@gmailx.com,+6618862666,85/86 ถนนนุ่มกัน ตำบลบัวบาน อำเภอเมือง ลำพูน 68370,Thailand,2023-11-11T00:00:00+07:00,ลำพูน,68370,Silver
CUST-A001070,5440b72a-d063-4857-9a26-ca37c5d11e3a,Prames,Kongchayasukawut,1971-12-19T00:00:00+07:00,Other,prames.kongchayasukawut@gmailx.com,+6613212104,0/9 ถนนเลขะพันธุ์ อำเภอคลองใหญ่ จังหวัดสตูล 48300,Thailand,2024-03-02T00:00:00+07:00,สตูล,48300,Silver
CUST-A001071,86cb25f1-4609-4e79-8b35-6d31ade45a6a,Kamolchanok,Boonpungbaramee,1974-08-23T00:00:00+07:00,Male,kamolchanok.boonpungbaramee@hotmailx.com,+6614579937,77/34 หมู่บ้านชัญญานุนาย ปลาปาก กระบี่ 33010,Thailand,2024-02-05T00:00:00+07:00,กระบี่,33010,Silver
CUST-A001072,14058659-036b-4f65-be13-d70dc6ca7742,Peem,Anekvorakul,1933-05-04T00:00:00+07:00,Female,peem.anekvorakul@gmailx.com,+6612576431,2 ถนนทับทิมไทย ต.บ้านพระรักษ์เหนือ อ.ห้วยขวาง จ.หนองคาย 84660,Thailand,2024-04-25T00:00:00+07:00,หนองคาย,84660,Silver
CUST-A001073,7d440266-c042-4845-b4de-18e50c83616b,Chaiwut,Wasunun,1931-12-31T00:00:00+07:00,Female,chaiwut.wasunun@hotmailx.com,+6611527288,44 ถนนมนทอง ปลาปาก นครสวรรค์ 26810,Thailand,2023-08-27T00:00:00+07:00,นครสวรรค์,26810,Silver
CUST-A001074,6c45d757-c8c4-4d8b-b2ae-5fb98075c8c0,Ratchanon,Anekvorakul,1954-09-04T00:00:00+07:00,Male,ratchanon.anekvorakul@gmailx.com,+6617869389,2 หมู่บ้านเชิงชาย เวียงชัย สมุทรสาคร 74550,Thailand,2023-08-28T00:00:00+07:00,สมุทรสาคร,74550,Silver
CUST-A001075,f2fafb8c-b787-4e5b-acd4-dfcca4c45ddd,Nichakarn,Chaisatit,2022-08-25T00:00:00+07:00,Other,nichakarn.chaisatit@gmailx.com,+6615652563,045/34 ถนนบุนยะตีรณะ ต.บ่อนาหินลาด อ.คอนสวรรค์ จ.ตรัง 74120,Thailand,2024-02-12T00:00:00+07:00,ตรัง,74120,Silver
CUST-A001076,f6ca71e0-e1bf-4189-b7a8-4bae1f1cc506,Wasin,Sukhenai,2021-07-15T00:00:00+07:00,Other,wasin.sukhenai@hotmailx.com,+6613609430,147 ถ.ติระคมน์ วัดโนนศิลาใหญ่ วังทองหลาง บุรีรัมย์ 61020,Thailand,2024-04-09T00:00:00+07:00,บุรีรัมย์,61020,Silver
CUST-A001077,1c79ff4d-72b0-4846-9c2d-ea938405b478,Parin,Kittakun,2015-08-09T00:00:00+07:00,Male,parin.kittakun@gmailx.com,+6616264057,06 หมู่ 3 ถ.ถนัดภาษา อ.นาทม กาญจนบุรี 35070,Thailand,2023-12-05T00:00:00+07:00,กาญจนบุรี,35070,Silver
CUST-A001078,dc1ba040-bbcc-4eab-87a0-47057f6612e8,Sorawut,Polpo,2008-05-22T00:00:00+07:00,Female,sorawut.polpo@hotmailx.com,+6615803605,28/0 ถนนตั้งรบ ต.บางเล่า อ.ภูเขียว ลำปาง 84140,Thailand,2024-04-05T00:00:00+07:00,ลำปาง,84140,Silver
